Complaint ID,Category,Sub Category,Grievance Date,Ward Name,Grievance Status,Staff Remarks,Staff Name,clean_text
20753539,Electrical,Street Light Not Working,2025-06-03 07:09:00.000000000,Someshwara,Closed,Resdved,yeahanka JE Electrical/JE,street light working
20753538,Electrical,Street Light Not Working,2025-06-03 07:08:00.000000000,Chamrajpet,Closed,Complaint Attended,syed zameer/JE,street light working
20753537,Electrical,Street Light Not Working,2025-06-03 07:08:00.000000000,Jogupalya,Closed,Resolved,Durga Prasad/AE,street light working
20753536,Electrical,Street Light Not Working,2025-06-03 07:06:00.000000000,Rajarajeshwari Nagar,Closed,The complainant is not answering the call,sangamesh hadaginal/JE,street light working
20753535,Electrical,Street Light Not Working,2025-06-03 07:05:00.000000000,T-Dasarahalli,Closed,Attended,H S Manjappa/AE,street light working
20753534,Electrical,Street Light Not Working,2025-06-03 07:05:00.000000000,Jnanabharathi Ward,Closed,Attended,sangamesh hadaginal/JE,street light working
20753533,Road Maintenance(Engg),water leakage on road,2025-06-03 07:04:00.000000000,HAL Airport,Registered,Forwarded Task,G.D SOMAIAH/AE,water leakage road
20753532,Road Maintenance(Engg),Potholes,2025-06-03 07:04:00.000000000,Basavanapura,Registered,1st Assignment Based on Ward Mapping,Vinay/AE,pothole
20753531,veterinary,Stray dog related complaints,2025-06-03 07:02:00.000000000,Mathikere,Closed,We do the abc arvand combined vaccine programme,Nagesh/VI,stray dog related complaint
20753530,Electrical,Street Light Not Working,2025-06-03 07:00:00.000000000,Mathikere,Closed,Complaint Attended,Anand/JE,street light working
20753529,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-06-03 07:00:00.000000000,Horamavu,Closed,Clear sir,Marshal Ward No 25/Marshal,garbage dumping vacant site
20753528,Electrical,Earthing Issue relate to Electric Poles/Panel Boards,2025-06-03 06:59:00.000000000,Madiwala,Closed,ATTENDED,Jnanesh/JE,earthing issue relate electric polespanel board
20753527,Electrical,Street Light Not Working,2025-06-03 06:58:00.000000000,Newthippasandra,Closed,Resolved,Durga Prasad/AE,street light working
20753526,Electrical,Street Light Not Working,2025-06-03 06:57:00.000000000,Banaswadi,Closed,Cleared,Vinay Kumar/AE,street light working
20753525,Electrical,Street Light Not Working,2025-06-03 06:57:00.000000000,Kengeri,Closed,Attended,sangamesh hadaginal/JE,street light working
20753524,Electrical,Street Light Not Working,2025-06-03 06:56:00.000000000,Hombegowda Nagar,Closed,ATTENDED,MURTHY/AE,street light working
20753523,Electrical,Street Light Not Working,2025-06-03 06:54:00.000000000,Jakkur,Closed,Resdved,yeahanka JE Electrical/JE,street light working
20753522,veterinary,Animal Rescue - Not well - Requires attention,2025-06-03 06:52:00.000000000,Lingarajapuram,Closed,Dog rescued by Samarpan,Chandrashekar/VI,animal rescue well requires attention
20753521,Electrical,Street Light Not Working,2025-06-03 06:52:00.000000000,Vasanthapura,Closed,Atteded,Ramesh/JE,street light working
20753520,Electrical,Street Light Not Working,2025-06-03 06:52:00.000000000,Kumaraswamy Layout,Closed,ATTENDED,Umesh/AE,street light working
20753519,Health Dept,Increase in mosquito density,2025-06-03 06:49:00.000000000,Visvesvarapuram,Closed,Attended,SHI Ward 143/SHI,increase mosquito density
20753518,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-06-03 06:49:00.000000000,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,sewerage water left swd
20753517,Electrical,Requirement For New Street Lights,2025-06-03 06:48:00.000000000,Dodda Bidarkallu,Closed,Complainant is asking new street light will be provided on priority when the stock is available,sangamesh hadaginal/JE,requirement new street light
20753516,Electrical,Street Light Not Working,2025-06-03 06:47:00.000000000,Sudduguntepalya,Closed,ATTENDED,Jnanesh/JE,street light working
20753515,Electrical,Street Light Not Working,2025-06-03 06:47:00.000000000,Hanumantha Nagar,Closed,ATTENDED,Jnanesh/JE,street light working
20753514,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 06:47:00.000000000,Garudacharpalya,Closed,Clear,Marshal Ward No 82/Marshal,garbage dump
20753513,Electrical,Street Light Not Working,2025-06-03 06:44:00.000000000,Azad Nagar,Closed,Complaint Attended,syed zameer/JE,street light working
20753512,Health Dept,Increase in mosquito density,2025-06-03 06:43:00.000000000,Puttenahalli,Closed,Spraying done,Mehiboob/SHI,increase mosquito density
20753511,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 06:43:00.000000000,Visvesvarapuram,Closed,Clear,Marshal Ward No 143/Marshal,garbage dump
20753510,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-06-03 06:42:00.000000000,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,sewerage water left swd
20753509,veterinary,Stray dog related complaints,2025-06-03 06:42:00.000000000,C.V.Raman Nagar,Closed,Dog caught and sent for Observation,Chandrashekar/VI,stray dog related complaint
20753508,Road Maintenance(Engg),Debris Removal / Construction Material,2025-06-03 06:42:00.000000000,Jayanagar East,Non Relevant,Kindly upload photo,BBMP Whatsapp/Customer Support Representative,debris removal construction material
20753507,Electrical,Street Light Not Working,2025-06-03 06:40:00.000000000,Hemmigepura,Closed,This complaint belongs to BDA,sangamesh hadaginal/JE,street light working
20753506,Electrical,Street Light Not Working,2025-06-03 06:40:00.000000000,Bommanahalli,Closed,Atteded,Ramesh/JE,street light working
20753505,Road Infrastructure,Road Infrastructure,2025-06-03 06:38:00.000000000,Sudduguntepalya,Registered,1st Assignment Based on Ward Mapping,Ramchandra despande	/AE,road infrastructure
20753504,Electrical,Street Light Not Working,2025-06-03 06:38:00.000000000,HBR Layout,Closed,Cleared,Vinay Kumar/AE,street light working
20753503,Road Maintenance(Engg),Road side drains,2025-06-03 06:36:00.000000000,Kottigepalya,ReOpen,Reopen,Papa Reddy/EE,road side drain
20753502,veterinary,Stray dog related complaints,2025-06-03 06:36:00.000000000,Bilekahalli,Closed,"Rescue and treatment facility not available time being, please call 1962 for the needful",Uday Kulkarni/VI,stray dog related complaint
20753501,Storm  Water Drain(SWD),Maintenance of SWD,2025-06-03 06:32:00.000000000,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,maintenance swd
20753500,veterinary,Stray dog related complaints,2025-06-03 06:30:00.000000000,Hombegowda Nagar,Closed,"Dogs cannot be relocated as per the ABC Rule 2023. 
For barking, crying, chasing - nothing can be done since it is a natural instinct of a dog.
Sterilisation and Immunisation of street dogs will be done by BBMP. 
If there is any dog bite incident please provide us the details of the dog bite victim like name, address, phone number, Photograph of the wound & dog bite treatment certificate from the doctor. to take further action.",SURESH/VI,stray dog related complaint
20753499,Electrical,Street Light Not Working,2025-06-03 06:30:00.000000000,Uttarahalli,Closed,Atteded,Ramesh/JE,street light working
20753498,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 06:29:00.000000000,HAL Airport,Closed,Complaint clear,Marshal Ward No 87/Marshal,garbage dump
20753497,Electrical,Street Light Not Working,2025-06-03 06:29:00.000000000,Kamakshipalya,Closed,Complaint Attended,Anand/JE,street light working
20753496,Electrical,Street Light Not Working,2025-06-03 06:28:00.000000000,Hombegowda Nagar,Closed,ATTENDED,MURTHY/AE,street light working
20753495,Electrical,Street Light Not Working,2025-06-03 06:28:00.000000000,Shettyhalli,Closed,ATTENDED,H S Manjappa/AE,street light working
20753494,Electrical,Street Light Not Working,2025-06-03 06:27:00.000000000,Shanthi Nagar,Closed,Resolved,Durga Prasad/AE,street light working
20753493,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 06:26:00.000000000,Sampangiram Nagar,Closed,Clear,Marshal Ward No 110/Marshal,garbage dump
20753492,Road Maintenance(Engg),Road side drains,2025-06-03 06:26:00.000000000,Lakkasandra,Closed,Closed,AE Ward 146/AE,road side drain
20753491,Forest,Removal of dead/fallen trees,2025-06-03 06:25:00.000000000,Dharmarayaswamy Temple Ward,Closed,Resolved,B.B Meti/DYRFO,removal deadfallen tree
20753490,Electrical,Street Light Not Working,2025-06-03 06:23:00.000000000,Begur,Closed,This Complaint belongs to West zone,Ramesh/JE,street light working
20753489,veterinary,Animal Rescue - Not well - Requires attention,2025-06-03 06:23:00.000000000,Bilekahalli,Closed,Rescue facility is not available time being and can avail treatment from 1962 helpline,bhavani/VI,animal rescue well requires attention
20753488,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-06-03 06:23:00.000000000,Arakere,Closed,"Working on progress sir, garbage will be cleare as soon as possible",Marshal Ward No 193/Marshal,garbage vehicle arrived
20753487,Road Maintenance(Engg),Debris Removal / Construction Material,2025-06-03 06:22:00.000000000,Marappana Palya,Non Relevant,Please transfer the same to concerned person.,BBMP Whatsapp/Customer Support Representative,debris removal construction material
20753486,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-06-03 06:21:00.000000000,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,sewerage water left swd
20753485,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 06:18:00.000000000,Binnipet,Closed,Cleared,Marshal Ward No 121/Marshal,garbage dump
20753484,Electrical,Street Light Not Working,2025-06-03 06:18:00.000000000,Mangammanapalya,Closed,Atteded,Ramesh/JE,street light working
20753483,Road Maintenance(Engg),footpath encroachment,2025-06-03 06:18:00.000000000,Marappana Palya,Non Relevant,Please transfer the same to concerned person.,BBMP Whatsapp/Customer Support Representative,footpath encroachment
20753482,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 06:17:00.000000000,Byrasandra,Closed,complaint clear,Marshal Ward No 169/Marshal,garbage dump
20753481,Property Tax services,Unable to generate receipt after property tax payment,2025-06-03 06:17:00.000000000,Byrasandra,Registered,Forwarded Task,Krishna/ARO,unable generate receipt property tax payment
20753480,Electrical,Street Light Not Working,2025-06-03 06:16:00.000000000,Horamavu,Closed,Attended,Sachin Malagi/AE,street light working
20753479,Forest,obstructions Branches / Trees.,2025-06-03 06:14:00.000000000,Malleshwaram,Closed,"Please contact Area Supervisor, Suresh-8073299107",sudarshan/DYRFO,obstruction branch tree
20753478,Solid Waste (Garbage) Related,Dead animal(s),2025-06-03 06:14:00.000000000,Basavanapura,Closed,Attended,Suresh S /JHI,dead animal
20753477,Electrical,Street Light Not Working,2025-06-03 06:14:00.000000000,Bellandur,Closed,This complaint related to poth hole and civil work not street light complaint,Sachin Malagi/AE,street light working
20753476,Road Maintenance(Engg),Footpath,2025-06-03 06:11:00.000000000,Hongasandra,Closed,Solved,Giridhar/AE,footpath
20753475,Road Infrastructure,Road Infrastructure,2025-06-03 06:06:00.000000000,Doddanekkundi,Registered,1st Assignment Based on Ward Mapping,Veeresh Balagnur/AE,road infrastructure
20753474,Solid Waste (Garbage) Related,Dead animal(s),2025-06-03 06:05:00.000000000,Chikpete,Closed,Compaint cleared sir,Somashekar /JHI,dead animal
20753473,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-06-03 06:04:00.000000000,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,sewerage water left swd
20753472,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 06:02:00.000000000,Jakkur,Closed,Cleard,Marshal Ward No 05/Marshal,garbage dump
20753471,Road Maintenance(Engg),Road side drains,2025-06-03 06:02:00.000000000,K.R.Market,Closed,Will be cleared,Arun/AE,road side drain
20753470,Electrical,Street Light Not Working,2025-06-03 06:02:00.000000000,Byrasandra,Closed,ATTENDED,Umesh/AE,street light working
20753469,Electrical,Street Light Not Working,2025-06-03 06:00:00.000000000,Horamavu,Closed,Attended,Sachin Malagi/AE,street light working
20753468,Solid Waste (Garbage) Related,Sweeping not done,2025-06-03 05:57:00.000000000,Bellandur,Closed,Attended,Harish V/JHI,sweeping done
20753467,veterinary,Animal birth control/neutering of stray dogs,2025-06-03 05:57:00.000000000,Hoodi,Closed,Complaint attended,B K Ashwath Narayan/VI,animal birth controlneutering stray dog
20753466,Road Infrastructure,Road Infrastructure,2025-06-03 05:57:00.000000000,Hoodi,Registered,Forwarded Task,Veeresh Balagnur/AE,road infrastructure
20753465,Road Maintenance(Engg),water leakage on road,2025-06-03 05:55:00.000000000,Varthur,Registered,1st Assignment Based on Ward Mapping,Nandish/AE,water leakage road
20753464,Storm  Water Drain(SWD),Sewerage water left in SWD,2025-06-03 05:54:00.000000000,Varthur,Registered,1st Assignment Based on Ward Mapping,Prashanth/AE,sewerage water left swd
20753463,Road Maintenance(Engg),footpath encroachment,2025-06-03 05:52:00.000000000,Shettyhalli,Non Relevant,Contact the Gangman Gajendra,BBMP Whatsapp/Customer Support Representative,footpath encroachment
20753462,Electrical,Street Light Not Working,2025-06-03 05:51:00.000000000,Jnanabharathi Ward,Closed,Attended,sangamesh hadaginal/JE,street light working
20753461,Electrical,Street Light Not Working,2025-06-03 05:50:00.000000000,Gangenahalli,Closed,Resolved,Anand/AE,street light working
20753460,Solid Waste (Garbage) Related,Garbage dumping in vacant sites,2025-06-03 05:49:00.000000000,Hemmigepura,Closed,Complete clear,Marshal Ward No 198/Marshal,garbage dumping vacant site
20753459,veterinary,Animal birth control/neutering of stray dogs,2025-06-03 05:48:00.000000000,Arakere,Closed,Animal. Birth Control and combined vaccination done As per BBMP schedule,Krishnaiah/VI,animal birth controlneutering stray dog
20753458,Electrical,Street Light Not Working,2025-06-03 05:47:00.000000000,Hemmigepura,Closed,Attended,sangamesh hadaginal/JE,street light working
20753457,Electrical,Street Light Not Working,2025-06-03 05:47:00.000000000,Jnanabharathi Ward,Closed,Attended,sangamesh hadaginal/JE,street light working
20753456,Lakes,Sewage inflow to lake,2025-06-03 05:47:00.000000000,Jakkur,Closed,Letter has been written to bwssb take Take action to against the sewage entering to the lake.,Latif miyan/AE,sewage inflow lake
20753455,Solid Waste (Garbage) Related,Burning of Garbage in Open Space,2025-06-03 05:45:00.000000000,Byatarayanapura,Closed,Complaint attend resolved,Marshal Ward No 07/Marshal,burning garbage open space
20753454,Electrical,Street Light Not Working,2025-06-03 05:44:00.000000000,Someshwara,Closed,Resdved,yeahanka JE Electrical/JE,street light working
20753453,Electrical,Street Light Not Working,2025-06-03 05:43:00.000000000,Hosakerehalli,Closed,ATTENDED,Umesh/AE,street light working
20753452,Forest,obstructions Branches / Trees.,2025-06-03 05:43:00.000000000,Subhash Nagar,Closed,"Please contact Area Supervisor, Mallaiah-9980279015",sudarshan/DYRFO,obstruction branch tree
20753451,Forest,obstructions Branches / Trees.,2025-06-03 05:43:00.000000000,Kottigepalya,Registered,1st Assignment Based on Ward Mapping,Jagadish V/DYRFO,obstruction branch tree
20753450,Road Maintenance(Engg),footpath encroachment,2025-06-03 05:42:00.000000000,Marappana Palya,Non Relevant,Please transfer the same to concerned person.,BBMP Whatsapp/Customer Support Representative,footpath encroachment
20753449,Electrical,Street Light Not Working,2025-06-03 05:41:00.000000000,Rajarajeshwari Nagar,Closed,Attended,sangamesh hadaginal/JE,street light working
20753448,Storm  Water Drain(SWD),Maintenance of SWD,2025-06-03 05:38:00.000000000,Bellandur,Registered,Forwarded Task,Prashanth/AE,maintenance swd
20753447,Forest,obstructions Branches / Trees.,2025-06-03 05:38:00.000000000,Someshwara,Registered,1st Assignment Based on Ward Mapping,Mutturaju KP/DYRFO,obstruction branch tree
20753446,Electrical,Street Light Not Working,2025-06-03 05:37:00.000000000,Jakkur,Closed,Resdved,yeahanka JE Electrical/JE,street light working
20753445,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-06-03 05:36:00.000000000,Jakkur,Closed,Cleard,Marshal Ward No 05/Marshal,garbage vehicle arrived
20753444,Electrical,Street Light Not Working,2025-06-03 05:33:00.000000000,Bilekahalli,Closed,Atteded,Ramesh/JE,street light working
20753443,veterinary,Stray cattle related complaints,2025-06-03 05:33:00.000000000,Basavanagudi,Closed,Please contact Incharge Cattle pound section Dr.Shivakumar Mobile no:9535174024,Hanumantha raju/VI,stray cattle related complaint
20753442,Electrical,Street Light Not Working,2025-06-03 05:32:00.000000000,Bellandur,Closed,Attended,Sachin Malagi/AE,street light working
20753441,Road Maintenance(Engg),Potholes,2025-06-03 05:28:00.000000000,Shakthiganapathi Nagar,Closed,Complaint cleared,Devarajaiah K B/AE,pothole
20753440,Electrical,Street Light Not Working,2025-06-03 05:27:00.000000000,Jnanabharathi Ward,Closed,Resolved,sangamesh hadaginal/JE,street light working
20753439,E khata / Khata services,ekhata approval pending with ARO,2025-06-03 05:24:00.000000000,Jayangar,Closed,E KATHA  ALREADY APPROVAL,K Narayanaswamy /ARO,ekhata approval pending aro
20753438,E khata / Khata services,ekhata approval pending with ARO,2025-06-03 05:23:00.000000000,Jayangar,Closed,applicant call to solved already approval by aro katha pending with RO,K Narayanaswamy /ARO,ekhata approval pending aro
20753437,Road Infrastructure,Road Infrastructure,2025-06-03 05:23:00.000000000,Hagadooru,Registered,1st Assignment Based on Ward Mapping,Veeresh Balagnur/AE,road infrastructure
20753436,Road Maintenance(Engg),Road side drains,2025-06-03 05:22:00.000000000,Gurappanapalya,Closed,Their is no drain,AE Ward 171/AE,road side drain
20753435,E khata / Khata services,Ekhata - name correction,2025-06-03 05:21:00.000000000,Thanisandra,Closed,Closed,Vijaya Shekar/RO,ekhata name correction
20753434,Road Maintenance(Engg),Debris Removal / Construction Material,2025-06-03 05:20:00.000000000,Nandini Layout,Non Relevant,\N,BBMP Whatsapp/Customer Support Representative,debris removal construction material
20753433,Solid Waste (Garbage) Related,Dead animal(s),2025-06-03 05:20:00.000000000,Dodda Bidarkallu,Closed,Complaint cleared,Mutthegowda V / Swathi M /Ningappa nayikodi/JHI,dead animal
20753432,Electrical,Street Light Not Working,2025-06-03 05:18:00.000000000,Thanisandra,Closed,Resdved,yeahanka JE Electrical/JE,street light working
20753431,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 05:17:00.000000000,Padmanabha Nagar,Closed,Clear,Marshal Ward No 182/Marshal,garbage dump
20753430,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 05:17:00.000000000,HBR Layout,Closed,Cleared,Marshal Ward No 24/Marshal,garbage dump
20753429,Electrical,Street Light Not Working,2025-06-03 05:17:00.000000000,Jayangar,Closed,ATTENDED,MURTHY/AE,street light working
20753428,Solid Waste (Garbage) Related,Garbage transfer not as per norms & area not kept clean,2025-06-03 05:14:00.000000000,Hombegowda Nagar,Closed,Cl,Marshal Ward No 145/Marshal,garbage transfer per norm area kept clean
20753427,Electrical,Street Light Not Working,2025-06-03 05:12:00.000000000,Someshwara,Closed,Resdved,yeahanka JE Electrical/JE,street light working
20753426,Road Maintenance(Engg),UnAuthorised Constructions,2025-06-03 05:10:00.000000000,Horamavu,Closed,Kindly raise the complaint on town planning section,Ramesh Horamavu/AE,unauthorised construction
20753425,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 05:10:00.000000000,Varthur,Closed,Clear,Marshal Ward No 149/Marshal,garbage dump
20753424,Estate,Encroachment,2025-06-03 05:08:00.000000000,Ramamurthy Nagar,Registered,1st Assignment Based on Ward Mapping,Lalitha/ARO,encroachment
20753423,Health Dept,Increase in mosquito density,2025-06-03 05:05:00.000000000,Horamavu,Registered,1st Assignment Based on Ward Mapping,SHI Ward 25/SHI,increase mosquito density
20753422,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 05:04:00.000000000,Yelachenahalli,Closed,Cleared,Marshal Ward No 185/Marshal,garbage dump
20753421,Electrical,Street Light Not Working,2025-06-03 05:03:00.000000000,Thanisandra,Closed,Resolved,yeahanka JE Electrical/JE,street light working
20753420,Electrical,Street Light Not Working,2025-06-03 04:59:00.000000000,HSR Layout,Closed,Atteded,Ramesh/JE,street light working
20753419,Forest,obstructions Branches / Trees.,2025-06-03 04:59:00.000000000,Hosakerehalli,Closed,Resolved,Shivanna T.C/DYRFO,obstruction branch tree
20753418,Road Maintenance(Engg),Road side drains,2025-06-03 04:57:00.000000000,Vasanthapura,Closed,.,venkat malavaiya /AE,road side drain
20753417,Solid Waste (Garbage) Related,Sweeping not done,2025-06-03 04:52:00.000000000,Mathikere,Closed,Resolved,Pooja Murugan/JHI,sweeping done
20753416,Forest,obstructions Branches / Trees.,2025-06-03 04:52:00.000000000,Kottigepalya,Registered,1st Assignment Based on Ward Mapping,Jagadish V/DYRFO,obstruction branch tree
20753415,Electrical,Street Light Not Working,2025-06-03 04:52:00.000000000,Hongasandra,Closed,This Complaint belongs to he didn't answering my call,Ramesh/JE,street light working
20753414,Electrical,Street Light Not Working,2025-06-03 04:51:00.000000000,BTM Layout,Closed,Attended,Jnanesh/JE,street light working
20753413,Road Maintenance(Engg),Debris Removal / Construction Material,2025-06-03 04:46:00.000000000,Hebbal,ReOpen,All debris and waste is lying their only. No changes,Madhav rao/AEE,debris removal construction material
20753412,Electrical,Street Light Not Working,2025-06-03 04:44:00.000000000,Chokkasandra,Closed,Attended,H S Manjappa/AE,street light working
20753411,Road Maintenance(Engg),Potholes,2025-06-03 04:43:00.000000000,Kengeri,Closed,Complaint as been taken will be resolved asap,Nataraja N /AE,pothole
20753410,Revenue Department,Discrepancy In Khata Certificate and Khata Extract,2025-06-03 04:42:00.000000000,Doddanekkundi,Closed,EPID Number belongs to Ward 24,Sridhar/ARO,discrepancy khata certificate khata extract
20753409,Forest,obstructions Branches / Trees.,2025-06-03 04:41:00.000000000,Banaswadi,Registered,1st Assignment Based on Ward Mapping,P Nagendra /DYRFO,obstruction branch tree
20753408,E khata / Khata services,Ekhata - name correction,2025-06-03 04:40:00.000000000,T-Dasarahalli,Closed,Correction Updated,Nagaveni/ARO,ekhata name correction
20753407,Electrical,Street Light Not Working,2025-06-03 04:40:00.000000000,Jakkur,Closed,Resolved,yeahanka JE Electrical/JE,street light working
20753406,Road Maintenance(Engg),water leakage on road,2025-06-03 04:39:00.000000000,HSR Layout,Non Relevant,The complaint pertaining to bwssb department,BBMP Whatsapp/Customer Support Representative,water leakage road
20753405,Electrical,Street Light Not Working,2025-06-03 04:36:00.000000000,Ullalu,Closed,Attended,sangamesh hadaginal/JE,street light working
20753404,Road Maintenance(Engg),Road side drains,2025-06-03 04:35:00.000000000,Bellandur,Closed,Spot inspection done necessary action will be taken at the earliest,Raghu/AE,road side drain
20753403,Forest,obstructions Branches / Trees.,2025-06-03 04:33:00.000000000,Yeshwanthpur,Registered,1st Assignment Based on Ward Mapping,Jagadish V/DYRFO,obstruction branch tree
20753402,Town Planning,UnAuthorised Building Constructions,2025-06-03 04:29:00.000000000,Puttenahalli,Registered,1st Assignment Based on Ward Mapping,Nagraj/ADTP,unauthorised building construction
20753401,Revenue Department,Discrepancy In Khata Certificate and Khata Extract,2025-06-03 04:28:00.000000000,Sanjay Nagar,Closed,Contact banglore one with relevant documents,B.T Shiva Kumar/ARO,discrepancy khata certificate khata extract
20753400,Road Maintenance(Engg),Road side drains,2025-06-03 04:28:00.000000000,Basavanapura,Closed,"The work is related to BWSSB. 
So kindly contact Bwssb official for any further information 
Thank you",Vinay/AE,road side drain
20753399,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-06-03 04:24:00.000000000,Jogupalya,Closed,Clear,Marshal Ward No 89/Marshal,garbage vehicle arrived
20753398,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",2025-06-03 04:21:00.000000000,Mangammanapalya,Closed,application move to Revenue Office Bommanahalli Approval authority is Revenue Officer Bommanahali please contact shanthesh (RO),Ramesh N/ARO,khata service registration transfer bifurcation amalgamation
20753397,Forest,obstructions Branches / Trees.,2025-06-03 04:21:00.000000000,Jnanabharathi Ward,Registered,1st Assignment Based on Ward Mapping,Jagadish V/DYRFO,obstruction branch tree
20753396,Forest,Removal of dead/fallen trees,2025-06-03 04:18:00.000000000,Lakkasandra,Closed,Resolved,Harish.H.R/DYRFO,removal deadfallen tree
20753395,Forest,obstructions Branches / Trees.,2025-06-03 04:17:00.000000000,Benniganahalli,Closed,Please provide request letter tree photos tax paid receipt,Thimmappa/DYRFO,obstruction branch tree
20753394,Road Maintenance(Engg),Potholes,2025-06-03 04:16:00.000000000,Padmanabha Nagar,Closed,Road cutting filled with concrete.,AE Ward 182/AE,pothole
20753393,Health Dept,Fogging,2025-06-03 04:16:00.000000000,Ullalu,Closed,Clear,Nagaraju .L/SHI,fogging
20753392,veterinary,Stray dog related complaints,2025-06-03 04:15:00.000000000,Kengeri,Closed,Dog's cought for animal birth control and vaccination,Ramesh.B/VI,stray dog related complaint
20753391,Health Dept,Increase in mosquito density,2025-06-03 04:14:00.000000000,Ullalu,Closed,Clear,Nagaraju .L/SHI,increase mosquito density
20753390,Forest,Removal of dead/fallen trees,2025-06-03 04:13:00.000000000,Shanthala Nagar,Closed,cleared,Thimmappa/DYRFO,removal deadfallen tree
20753389,Electrical,Street Light Not Working,2025-06-03 04:11:00.000000000,Shettyhalli,Closed,Attended,H S Manjappa/AE,street light working
20753388,Electrical,Street Light Not Working,2025-06-03 04:10:00.000000000,Ramamurthy Nagar,Closed,Attended,Sachin Malagi/AE,street light working
20753387,Electrical,Street Light Not Working,2025-06-03 04:09:00.000000000,Herohalli,Closed,Attended,sangamesh hadaginal/JE,street light working
20753386,Electrical,Street Light Not Working,2025-06-03 04:08:00.000000000,Ullalu,Closed,Attended,sangamesh hadaginal/JE,street light working
20753385,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-06-03 04:07:00.000000000,Gottigere,Closed,Complaint cleared,Marshal Ward No 194/Marshal,garbage vehicle arrived
20753384,E khata / Khata services,Ekhata missing in online,2025-06-03 04:07:00.000000000,Hagadooru,Closed,"File sent for scanning & digitalization of missing pages, hence it is requested to wait for 15 days to get e khata",Santhos Kumar/ARO,ekhata missing online
20753383,Electrical,Street Light Not Working,2025-06-03 04:06:00.000000000,Vidyaranyapura,Closed,Resdved,yeahanka JE Electrical/JE,street light working
20753382,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 04:06:00.000000000,BTM Layout,Closed,Cleared,Marshal Ward No 176/Marshal,garbage dump
20753381,Electrical,Street Light Not Working,2025-06-03 04:05:00.000000000,Bellandur,Closed,Attended,Sachin Malagi/AE,street light working
20753380,Solid Waste (Garbage) Related,Garbage vehicle not arrived,2025-06-03 04:05:00.000000000,HAL Airport,Closed,Complaint clear,Marshal Ward No 87/Marshal,garbage vehicle arrived
20753379,Electrical,Street Light Not Working,2025-06-03 04:05:00.000000000,Kammanahalli,Closed,Attended,Vinay Kumar/AE,street light working
20753378,Electrical,Street Light Not Working,2025-06-03 04:04:00.000000000,Nagavara,Closed,Cleared,Vinay Kumar/AE,street light working
20753377,Electrical,Street Light Not Working,2025-06-03 04:01:00.000000000,Padmanabha Nagar,Closed,attended,Umesh/AE,street light working
20753376,Revenue Department,"Khata Services (Registration, Transfer, Bifurcation and Amalgamation)",2025-06-03 04:01:00.000000000,K.R.Puram,Closed,"ಸದರಿ ದೂರುದಾರರಿಗೆ ಸಂಬಂಧಿಸಿದಂತೆ, ಸದರಿ ಅರ್ಜಿಯು ಕಾರ್ಯರೂಪದಲ್ಲಿದ್ದು, ಅರ್ಜಿದಾರರಿಗೆ ಲಭ್ಯವಿರುತ್ತದೆ.",santhosh kumar ljari/ARO,khata service registration transfer bifurcation amalgamation
20753375,Forest,obstructions Branches / Trees.,2025-06-03 04:00:00.000000000,HSR Layout,Closed,Please submit application to Forest Department,Narendra Babu/RFO,obstruction branch tree
20753374,Health Dept,Fogging,2025-06-03 04:00:00.000000000,Horamavu,Registered,1st Assignment Based on Ward Mapping,SHI Ward 25/SHI,fogging
20753373,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 04:00:00.000000000,BTM Layout,Closed,Cleared,Marshal Ward No 176/Marshal,garbage dump
20753372,Solid Waste (Garbage) Related,Garbage dump,2025-06-03 03:59:00.000000000,Visvesvarapuram,Closed,Clear,Marshal Ward No 143/Marshal,garbage dump
